Country Code,Countries/territories,Region,Year,Population group selected,Population analysed,% pop analysed of tot country pop,Population in Phase 3 or above #,Population in Phase 3 or above %,Population in Phase 1 #,Population in Phase 1 %,Population in Phase 2 #,Population in Phase 2 %,Population in Phase 3 #,Population in Phase 3 %,Population in Phase 4 #,Population in Phase 4 %,Population in Phase 5 #,Population in Phase 5 %,Major Food Crisis,Primary driver,Secondary driver,Tertiary driver,Total country population,Total country GDP (US$),GDP per capita (US$)
BGR,Bulgaria,MENA,2017,,,,,,,,,,,,,,,,,,,,6803468.0,59167647387.606,8696.68930427924
BIH,Bosnia and Herzegovina,MENA,2017,,,,,,,,,,,,,,,,,,,,3428682.0,18326373366.1105,5345.01985489192
BLR,Belarus,MENA,2017,,,,,,,,,,,,,,,,,,,,9458989.0,54725405751.1559,5785.54491935194
BLZ,Belize,LAC,2017,,,,,,,,,,,,,,,,,,,,373202.0,2266300000.0,6072.58267640581
BOL,Bolivia,LAC,2017,,,,,,,,,,,,,,,,,,,,11344587.0,37508642170.767,3306.30301224425
BRA,Brazil,LAC,2017,,,,,,,,,,,,,,,,,,,,204703445.0,2063514977365.65,10080.5092819305
BTN,Bhutan,ASIA,2017,,,,,,,,,,,,,,,,,,,,754335.0,2591358009.20276,3435.28804735662
BWA,Botswana,CS AFRICA,2017,,,,,,,,,,,,,,,,,,,,2266747.0,16105155856.7708,7104.96401088027
CAF,Central African Republic,CS AFRICA,2017,Whole country,3667906.0,0.6422447484465263,1110028.0,0.3026326192655973,1038686,0.2831822843878769,1519192.0,0.4141850963465258,794156.0,0.216514817991519,315872.0,0.08611780127407845,0.0,0.0,Y,Conflict/insecurity,,,4793511.0,2072349972.6818,432.324025684263
CHN,China,ASIA,2017,,,,,,,,,,,,,,,,,,,,1396215000.0,12537559062282.9,8979.67652709856
CIV,Côte d'Ivoire,WEST AFRICA,2017,Whole country,,,,,,,,,,,,,,,,,,,26733372.0,52512343996.69,1964.29930338343
CMR,Cameroon,WEST AFRICA,2017,Whole country,24253758.0,0.99,3873011.0,0.1596870472608822,8505189,0.3506750995041676,11875558.0,0.48963785323495024,,,,,,,Y,Conflict/insecurity,,,24128601.0,36098547033.1655,1496.08951771242
COD,Democratic Republic of the Congo,CS AFRICA,2017,Whole country,71719669.0,0.9151652332584729,7705351.0,0.10743706862339256,merged with Phase 2 ,,64014318.0,0.8925629313766075,6201183.0,0.08646418878480881,1504168.0,0.02097287983858375,0.0,0.0,Y,Conflict/insecurity,,,87083398.0,38019264794.8263,436.584534687385
COG,Congo,CS AFRICA,2017,Whole country,,,,,,,,,,,,,,,,,,,5351011.0,11834473039.3645,2211.63309874797
COG,Congo - refugees,CS AFRICA,2017,Whole country,,,,,,,,,,,,,,,,,,,5351011.0,11834473039.3645,2211.63309874797
COL,Colombia,LAC,2017,,,,,,,,,,,,,,,,,,,,48131078.0,311866875156.879,6479.53231292429
COL,Colombia - migrants,LAC,2017,,,,,,,,,,,,,,,,,,,,48131078.0,311866875156.879,6479.53231292429
COM,Comoros,CS AFRICA,2017,,,,,,,,,,,,,,,,,,,,756669.0,1077439756.12221,1423.92480215551
CPV,Cabo Verde,WEST AFRICA,2017,,,,,,,,,,,,,,,,,,,,512893.0,1996741539.95088,3893.09571382506
CRI,Costa Rica,LAC,2017,,,,,,,,,,,,,,,,,,,,4913177.0,60516044656.5298,12317.0902771322
CUB,Cuba,LAC,2017,,,,,,,,,,,,,,,,,,,,11247829.0,96850649691.7406,8610.60829531998
DJI,Djibouti,EAST AFRICA,2017,Whole country,283517.0,0.31,130828.0,0.4614467562791649,106980,0.3773318707520184,45706.0,0.16121079159274398,86415.0,0.30479653777374904,44413.0,0.1566502185054159,0.0,0.0,Y,Weather extremes,,,1054841.0,2762581334.22612,2618.95521147369
DMA,Dominica,LAC,2017,,,,,,,,,,,,,,,,,,,,68496.0,563355555.555555,8224.64896571414
DOM,Dominican Republic,LAC,2017,,,,,,,,,,,,,,,,,,,,10666843.0,79070274743.1658,7412.71571571512
DZA,Algeria,MENA,2017,,,,,,,,,,,,,,,,,,,,41689299.0,189880896903.073,4554.66753957828
ECU,Ecuador,LAC,2017,,,,,,,,,,,,,,,,,,,,16759519.0,104467486000.0,6233.32244797718
ECU,Ecuador - migrants,LAC,2017,,,,,,,,,,,,,,,,,,,,16759519.0,104467486000.0,6233.32244797718
EGY,"Egypt, Arab Rep.",MENA,2017,,,,,,,,,,,,,,,,,,,,103696057.0,248362771739.13,2395.10333299491
ERI,Eritrea,EAST AFRICA,2017,Whole country,,,,,,,,,,,,,,,,,,,3150347.0,,
ETH,Ethiopia,EAST AFRICA,2017,Whole country,86200000.0,0.91,8500000.0,0.09860788863109049,merged with Phase 2 ,,95264000.0,0.8286420096725932,,,,,,,Y,Weather extremes,,,109666481.0,81770885148.0574,745.632433925343
FJI,Fiji,ASIA,2017,,,,,,,,,,,,,,,,,,,,918759.0,5353469174.47838,5826.84814459328
FSM,"Micronesia, Fed. Sts.",ASIA,2017,,,,,,,,,,,,,,,,,,,,109481.0,359000000.0,3279.10779039285
GAB,Gabon,CS AFRICA,2017,,,,,,,,,,,,,,,,,,,,2156900.0,14929487485.1623,6921.73373135624
GEO,Georgia,MENA,2017,,,,,,,,,,,,,,,,,,,,3728004.0,16473125375.0684,4418.75206546679
GHA,Ghana,WEST AFRICA,2017,,,,,,,,,,,,,,,,,,,,30008354.0,60385409434.8567,2012.28662641265
GIN,Guinea,WEST AFRICA,2017,Whole country,9365524.0,0.77,285585.0,0.03049322173537754,7062988,0.7541476590097895,2016951.0000000002,0.21535911925483298,285585.0,0.03049322173537754,0.0,0.0,0.0,0.0,N,Economic shocks,,,12385659.0,10324668271.1362,833.598621691121
GMB,Gambia,WEST AFRICA,2017,Whole country,1687132.0,0.85,111645.0,0.06617443092775195,1185125,0.7024494823167363,390362.0,0.23137608675551172,111645.0,0.06617443092775195,0.0,0.0,0.0,0.0,N,Economic shocks,,,2342189.0,1504909462.69521,642.522641296331
GNB,Guinea-Bissau,WEST AFRICA,2017,Whole country,1201259.0,0.68,32543.999999999996,0.027091576421071555,881906,0.7341514194690737,286809.0,0.23875700410985473,32543.999999999996,0.027091576421071555,0.0,0.0,0.0,0.0,N,Economic shocks,,,1877072.0,1469978606.12143,783.123186602022
GNQ,Equatorial Guinea,CS AFRICA,2017,,,,,,,,,,,,,,,,,,,,1562396.0,12200913878.9827,7809.10465655488
GRD,Grenada,LAC,2017,,,,,,,,,,,,,,,,,,,,115438.0,1125685185.18519,9751.42661155932
GTM,Guatemala,LAC,2017,,4670000.0,0.2790391969407266,470000.0,0.10217391304347827,2900000,0.6209850107066381,1300000.0,0.2826086956521739,470000.0,0.10217391304347827,0.0,0.0,0.0,0.0,N,Weather extremes,,,16567357.0,71653754107.104,4324.99608157801
GUY,Guyana,LAC,2017,,,,,,,,,,,,,,,,,,,,768479.0,4748174334.14044,6178.6650437298
HND,Honduras,LAC,2017,Whole country,4456651.0,0.48,445665.0,0.09999997756162643,3409933,0.7651335049569733,592087.0,0.13285469290729743,445665.0,0.09999997756162643,0.0,0.0,0.0,0.0,N,Weather extremes,,,9588137.0,23136247990.5977,2413.0076562942
HTI,Haiti,LAC,2017,Whole country,7555113.0,0.692748049606437,2347103.0,0.31066418199171875,1732455,0.2293089461401835,3475555.0,0.4600268718680978,1689421.0,0.22361293603417975,657682.0,0.08705124595753895,0.0,0.0,Y,Weather extremes,,,10817754.0,15093357161.1498,1395.23945184461
IDN,Indonesia,ASIA,2017,,,,,,,,,,,,,,,,,,,,267346658.0,1015618744159.73,3798.88326174526
IND,India,ASIA,2017,,,,,,,,,,,,,,,,,,,,1359657400.0,2651474262755.45,1950.10468280866
IRN,"Iran, Islamic Rep.",MENA,2017,,,,,,,,,,,,,,,,,,,,85026754.0,489168731811.147,5753.11544659399
IRQ,Iraq,MENA,2017,Whole country,37000000.0,1.0,1979241.0,0.053493,merged with Phase 2 ,,35020759.0,0.946507,,,,,,,Y,Conflict/insecurity,,,39337353.0,187217660050.676,4759.2846435467
JAM,Jamaica,LAC,2017,,,,,,,,,,,,,,,,,,,,2815764.0,14808985132.7722,5259.31332766957
JOR,Jordan,MENA,2017,Refugees,,,,,,,,,,,,,,,,,,,10234226.0,41608435915.493,4065.61628749384
KAZ,Kazakhstan,ASIA,2017,,,,,,,,,,,,,,,,,,,,18651931.0,166805788827.233,8943.08416791984
KEN,Kenya,EAST AFRICA,2017,Whole country,13626390.0,0.29,3400000.0,0.24951582921081814,merged with Phase 2 ,,10226390.0,0.7504841707891818,2900000.0,0.21282232491510958,500000.0,0.03669350429570855,0.0,0.0,Y,Weather extremes,,,49197766.0,82036510877.2599,1667.48447230835
KGZ,Kyrgyzstan,ASIA,2017,Whole country,,,,,,,,,,,,,,,,,,,6306696.0,7702938379.42036,1221.39046807082
KHM,Cambodia,ASIA,2017,,,,,,,,,,,,,,,,,,,,16073372.0,29355665909.7905,1826.35391688754
KIR,Kiribati,ASIA,2017,,,,,,,,,,,,,,,,,,,,120275.0,222875736.343445,1853.05122713319
LAO,Lao People's Democratic Republic,ASIA,2017,,,,,,,,,,,,,,,,,,,,7018147.0,17071155481.4994,2432.43059478511
LBN,Lebanon ,MENA,2017,Refugees,,,,,,,,,,,,,,,,,,,6160128.0,53027680685.9038,8608.21084982387
LBR,Liberia,WEST AFRICA,2017,Whole country,4197432.0,0.89,15434.0,0.0036770101338151518,3641375,0.86752447687062,387989.0,0.0924348506420116,15434.0,0.0036770101338151518,0.0,0.0,0.0,0.0,N,Economic shocks,,,4848925.0,3390703400.0,699.269095727404
LBY,Libya,MENA,2017,Whole country,6500000.0,1.0,630000.0,0.09692307692307692,merged with Phase 2 ,,5870000.0,0.9030769230769231,,,,,,,N,Conflict/insecurity,,,6738770.0,67157452181.7738,9965.83236729757
LCA,Saint Lucia,LAC,2017,,,,,,,,,,,,,,,,,,,,176342.0,1998503703.7037,11333.1123822102
LKA,Sri Lanka,ASIA,2017,Whole country,5700000.0,0.27,910000.0,0.15964912280701754,merged with Phase 2 ,,4790000.0,0.8403508771929824,,,,,,,N,Weather extremes,,,21453000.0,94369350285.5814,4398.88828068715
LSO,Lesotho,CS AFRICA,2017,Whole country,1412131.0,0.73,345569.0,0.2447145484377866,647939,0.45883774239075553,418150.0,0.29611275441159496,230618.0,0.16331204399591823,114951.0,0.08140250444186835,0.0,0.0,Y,Weather extremes,,,2157110.0,2306741672.29006,1069.36673247542
MAR,Morocco,MENA,2017,,,,,,,,,,,,,,,,,,,,35446392.0,118540573367.844,3296.52661132813
MDA,Moldova,EU,2017,,,,,,,,,,,,,,,,,,,,2755189.0,9514404016.20949,3453.26727720294
MDG,Madagascar,CS AFRICA,2017,Whole country,2999494.0,0.12343076571588095,1522468.0,0.5075749443072731,576680,0.19,667717.0,0.2226098801997937,1130323.0,0.3768378933246741,392145.0,0.13073705098259905,0.0,0.0,Y,Weather extremes,,,26788375.0,13176313593.5509,491.866848718929
MDV,Maldives,ASIA,2017,,,,,,,,,,,,,,,,,,,,458287.0,4816426256.52914,10509.628805812
MEX,Mexico,LAC,2017,,,,,,,,,,,,,,,,,,,,123400057.0,1190721475906.0,9649.27816772402
MHL,Marshall Islands,ASIA,2017,,,,,,,,,,,,,,,,,,,,46529.0,213700000.0,4592.83457628576
MKD,North Macedonia,EU,2017,,,,,,,,,,,,,,,,,,,,1898657.0,11307067069.6658,5955.2973863451
MLI,Mali,WEST AFRICA,2017,Whole country,18876001.0,1.0,600778.0,0.03182761009601557,15042057,0.7968879107391443,3233166.0,0.17128447916484005,579021.0,0.03067498248172375,21757.0,0.0011526276142918195,0.0,0.0,N,Conflict/insecurity,,,19813011.0,18308362040.0521,924.057531692284
MMR,Myanmar,ASIA,2017,Whole country,8300000.000000001,0.154275092936803,779000.0,0.09385542168674697,merged with Phase 2 ,,7521000.000000001,0.906144578313253,,,,,,,N,Conflict/insecurity,,,51894938.0,66053040483.0016,1272.82241830603
MNE,Montenegro,EU,2017,,,,,,,,,,,,,,,,,,,,625982.0,4856599480.79882,7758.36921956034
MNG,Mongolia,ASIA,2017,,,,,,,,,,,,,,,,,,,,3148917.0,11480847740.736,3645.96708669551
MOZ,Mozambique,CS AFRICA,2017,Whole country,12451986.0,0.47,3149619.0,0.2529410971069193,5734826,0.46055512751138655,3574333.0,0.28704923054041337,2193568.0,0.17616209976464797,956051.0,0.07677899734227135,0.0,0.0,Y,Weather extremes,,,28166393.0,13264640645.7768,470.93856305196
MRT,Mauritania,WEST AFRICA,2017,Whole country,3893774.0,0.93,281157.0,0.07220681015385073,2714107,0.6970376298162143,906366.0,0.23277313988947484,251753.0,0.06465526761440187,29404.0,0.007551542539448874,0.0,0.0,N,Conflict/insecurity,,,4210600.0,6800135898.28827,1615.00401327323
MUS,Mauritius,CS AFRICA,2017,,,,,,,,,,,,,,,,,,,,1264887.0,13713506130.6081,10841.6847754844
MWI,Malawi,CS AFRICA,2017,Whole country,18771580.0,1.0,5100000.0,0.2716873060232543,11471580,0.6111142482412242,2200000.0,0.11719844573552146,,,,,,,Y,Weather extremes,,,18039715.0,8943543793.5839,495.769683367165
MYS,Malaysia,ASIA,2017,,,,,,,,,,,,,,,,,,,,32355644.0,319109094160.343,9862.54806612235
NAM,Namibia,CS AFRICA,2017,,1300000.0,0.5403877489940474,596000.0,0.4584615384615385,571000,0.43923076923076926,133000.0,0.10230769230769231,,,,,,,N,Weather extremes,,,2506853.0,12895153370.9132,5143.96072323076
NER,Niger,WEST AFRICA,2017,Whole country,18044497.0,0.91,1312813.0,0.072754203123534,12346079,0.6842018926878372,4385605.0,0.2430439041886288,1268840.0,0.0703172828813128,43973.0,0.0024369202422212157,0.0,0.0,Y,Conflict/insecurity,,,21435446.0,11185104251.6943,521.804130023434
NGA,Nigeria,WEST AFRICA,2017,Whole country,94536210.0,0.52,8926182.0,0.09442077273882674,65187120,0.6895465769148139,20411361.0,0.21591050667252262,7394042.0,0.07821386112263227,1482089.0,0.01567747427149872,50051.0,0.000529437344695752,Y,Conflict/insecurity,,,200254579.0,375745731053.427,1876.34027111773
NIC,Nicaragua,LAC,2017,,6217581.0,0.9594244731759677,25000.0,0.004020856342683754,merged with Phase 2 ,,6192581.0,0.9959791436573162,,,,,,,N,Weather extremes,,,6316231.0,13785893007.4769,2182.61380995674
NPL,Nepal,ASIA,2017,Whole country,1900000.0,0.06741550867520507,777999.9999999999,0.40947368421052627,merged with Phase 2 ,,1122000.0,0.5905263157894737,,,,,,,N,Weather extremes,,,28011258.0,28971588940.364,1034.28374906846
PAK,Pakistan,ASIA,2017,Whole country,5441207.0,0.02754692753962973,2726822.0,0.5011428530471272,1476518,0.271358542323422,1237867.0,0.2274986046294508,1328465.0,0.24414895445073123,1398357.0,0.256993898596396,0.0,0.0,Y,Weather extremes,,,223273967.0,339205534861.1,1519.23459514248
PER,Peru,LAC,2017,,,,,,,,,,,,,,,,,,,,31324637.0,211007984080.911,6736.16693725487
PHL,Philippines,ASIA,2017,Whole country,,,,,,,,,,,,,,,,,,,108119693.0,328480736802.76,3038.12124959289
PLW,Palau,ASIA,2017,,,,,,,,,,,,,,,,,,,,17812.0,285600000.0,16034.1342914889
PNG,Papua New Guinea,ASIA,2017,Whole country,,,,,,,,,,,,,,,,,,,9178714.0,22742699138.356,2477.76530986323
PRK,Democratic People's Republic of Korea,ASIA,2017,Whole country,,,,,,,,,,,,,,,,,,,25817709.0,,
PRY,Paraguay,LAC,2017,,,,,,,,,,,,,,,,,,,,6338660.0,38997129473.5558,6152.26711537703
PSE,Palestine,MENA,2017,,4950000.0,1.0,1600000.0,0.32323232323232326,merged with Phase 2 ,,3350000.0,0.6767676767676768,,,,,,,Y,Conflict/insecurity,,,4454805.0,16128000000.0,3620.36048715937
RUS,Russian Federation,,2017,,,,,,,,,,,,,,,,,,,,145293260.0,1574199360089.0,10658.9130859375
RWA,Rwanda,EAST AFRICA,2017,,,,,,,,,,,,,,,,,,,,12202060.0,9252833894.1905,758.300966737624
SDN,Sudan,EAST AFRICA,2017,Whole country,42778077.0,1.0,3845806.0,0.08990132959927113,26424182,0.6177038299313922,12508089.0,0.29239484046933667,3694087.0,0.08635467648534084,151719.0,0.0035466531139302965,0.0,0.0,Y,Conflict/insecurity,,,42714306.0,41283617976.1905,966.505676269531
SEN,Senegal,WEST AFRICA,2017,Whole country,12392042.0,0.83,829193.0,0.06691334648478435,7952190,0.6417174828813524,3610659.0,0.29136917063386325,809665.0,0.06533749643521221,19528.0,0.0015758500495721367,0.0,0.0,N,Economic shocks,,,15475002.0,20996562943.5979,1356.80518449031
SLB,Solomon Islands,ASIA,2017,,,,,,,,,,,,,,,,,,,,685672.0,1469789119.08756,2143.57465243959
SLE,Sierra Leone,WEST AFRICA,2017,Whole country,6428567.0,0.89,92290.0,0.01435623211207101,5201970,0.8091958907793915,1134307.0,0.17644787710853757,92290.0,0.01435623211207101,0.0,0.0,0.0,0.0,N,Weather extremes,,,7379299.0,5749846528.48046,779.186007841728
SLV,El Salvador,LAC,2017,Whole country,2281150.0,0.34983341448546357,0.0,0.0,2004029,0.8785169760866229,273738.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,N,Weather extremes,,,6213533.0,24979190000.0,4020.12671373919
SOM,Somalia,EAST AFRICA,2017,Whole country,12327529.0,1.0,3310000.0,0.2685047425157142,6149529,0.49884522680903853,2868000.0,0.23265003067524725,2444000.0,0.19825546547081738,866000.0,0.07024927704489684,0.0,0.0,Y,Conflict/insecurity,,,14916629.0,7621501710.0012,510.939952317726
SRB,Serbia,MENA,2017,,,,,,,,,,,,,,,,,,,,7020858.0,45972834713.8077,6548.03653824187
SSD,South Sudan,EAST AFRICA,2017,Whole country,11880000.0,0.9649244284670575,6075000.0,0.49,2190000,0.18,3615000.0,0.3,4345000.0,0.36,1685000.0,0.14,45000.0,0.0,Y,Conflict/insecurity,,,10259154.0,,
STP,São Tomé and Principe,CS AFRICA,2017,,,,,,,,,,,,,,,,,,,,206970.0,322002845.229335,1555.79477812888
SUR,Suriname,LAC,2017,,,,,,,,,,,,,,,,,,,,593713.0,3591679430.99988,6049.52128553675
SWZ,Eswatini,CS AFRICA,2017,Whole country,901527.0,0.81,350070.0,0.3883078377020322,263275,0.29203229631502997,288182.0,0.31965986598293783,277239.0,0.30752157173329253,72831.0,0.08078626596873971,0.0,0.0,Y,Weather extremes,,,1158195.0,4463673661.23006,3853.99147918102
SYR,Syrian Arab Republic,MENA,2017,Whole country,19414810.0,1.0,6500000.0,0.33479596246370685,8914810,0.4591757529432428,4000000.0,0.20602828459305036,,,,,,,Y,Conflict/insecurity,,,19224668.0,16369843352.3453,851.502005254153
TCD,Chad,WEST AFRICA,2017,Whole country,13005810.0,0.93,897408.0,0.06900054667875358,9507126,0.730990688007898,2601276.0,0.2000087653133484,861293.0,0.06622371078771719,36115.0,0.0027768358910363906,0.0,0.0,Y,Conflict/insecurity,,,15622759.0,13349041408.7152,854.46120040098
TGO,Togo,WEST AFRICA,2017,,,,,,,,,,,,,,,,,,,,8057140.0,6387422517.69225,792.765487219069
THA,Thailand,ASIA,2017,,,,,,,,,,,,,,,,,,,,71160187.0,456356813536.764,6413.09182530343
TJK,Tajikistan,ASIA,2017,,,,,,,,,,,,,,,,,,,,9085946.0,7536402852.85802,829.45714764957
TKM,Turkmenistan,ASIA,2017,,,,,,,,,,,,,,,,,,,,6507061.0,37926285714.2857,5828.4816623489
TLS,Timor-Leste,ASIA,2017,,,,,,,,,,,,,,,,,,,,1251703.0,1584878400.0,1266.17767952941
TON,Tonga,ASIA,2017,,,,,,,,,,,,,,,,,,,,105356.0,459976847.108128,4365.92929788648
TUN,Tunisia,MENA,2017,,,,,,,,,,,,,,,,,,,,11650498.0,42163530590.9462,3619.03247319953
TUR,Türkiye,MENA,2017,Refugees,,,,,,,,,,,,,,,,,,,80312698.0,858988492853.742,10695.550196231
TUV,Tuvalu,ASIA,2017,,,,,,,,,,,,,,,,,,,,10869.0,45276595.3533146,4165.66338700106
TZA,United Republic of Tanzania,CS AFRICA,2017,,14988178.0,0.25832172841174356,250000.0,0.004308758016013413,merged with Phase 2 ,,14738178.0,0.983320187417043,232000.0,0.003998527438860447,18000.0,0.021455467389477522,0.0,0.0,N,Weather extremes,,,55652890.0,53274884532.7886,986.674011230469
UGA,Uganda,EAST AFRICA,2017,Whole country,35035700.0,0.87,1586184.0,0.0452733640258365,24171118,0.6898996737613349,9278398.0,0.26482696221282864,1586184.0,0.0452733640258365,0.0,0.0,0.0,0.0,Y,Conflict/insecurity,,,40177388.0,30744473841.424,765.218332297361
UKR,Ukraine,EU,2017,,6000000.0,0.13333333333333333,1200000.0,0.2,merged with Phase 2 ,,4800000.0,0.8,,,,,,,Y,Conflict/insecurity,,,45436041.0,112090505081.739,2604.28759765625
UZB,Uzbekistan,ASIA,2017,,,,,,,,,,,,,,,,,,,,31819178.0,69703222282.7278,2190.60411562888
VCT,Saint Vincent and the Grenadines,LAC,2017,,,,,,,,,,,,,,,,,,,,105663.0,844040740.740741,7988.04445019298
VEN,Venezuela (Bolivarian Republic of),LAC,2017,,,,,,,,,,,,,,,,,,,,30565323.0,,
VNM,Vietnam,ASIA,2017,,,,,,,,,,,,,,,,,,,,95176977.0,281353605986.903,2956.10992127753
VUT,Vanuatu,ASIA,2017,,,,,,,,,,,,,,,,,,,,278507.0,880043284.399407,3159.86055790126
WSM,Samoa,ASIA,2017,,,,,,,,,,,,,,,,,,,,205415.0,884844384.463214,4307.59381964907
XKX,Kosovo,MENA,2017,,,,,,,,,,,,,,,,,,,,1791019.0,7180764703.35718,4009.31799347588
YEM,Yemen,MENA,2017,Whole country,28235000.0,1.0,16966680.0,0.600909509474057,5128620,0.18164051708871967,6139700.0,0.2174499734372233,10187750.0,0.3608199043740039,6778930.0,0.24008960510005312,0.0,0.0,Y,Conflict/insecurity,,,33090921.0,26842229044.5848,811.165970405745
ZAF,South Africa,CS AFRICA,2017,,55000000.0,0.9838998211091234,3900000.0,0.07090909090909091,40700000,0.74,10400000.0,0.1890909090909091,,,,,,,N,Weather extremes,,,57635162.0,381448814653.456,6618.33508255701
ZMB,Zambia,CS AFRICA,2017,,14500000.0,1.0,0.0,0.0,13500000,0.9310344827586207,1000000.0,0.06896551724137931,0.0,0.0,0.0,0.0,,0.0,N,Weather extremes,,,17441320.0,25873601260.8353,1483.46577328065
ZWE,Zimbabwe,CS AFRICA,2017,Whole country,9623278.0,0.68,4071532.0000000005,0.4230920066946004,4142256,0.430441269596493,1402094.0,0.14569817062335724,3428114.0000000005,0.3562314213514356,643418.0,0.06686058534316477,0.0,0.0,Y,Weather extremes,,,14812482.0,51074726484.0037,3448.08699068824
AFG,Afghanistan,ASIA,2018,Whole country,22567065.0,0.7147126566958727,10628512.0,0.47097449313856277,5153245,0.22835246851994268,6785308.0,0.30067303834149456,7731348.0,0.34259430723490186,2897164.0,0.12838018590366093,0.0,0.0,Y,Conflict/insecurity,,,36743039.0,18053222687.4126,491.337221382603
AGO,Angola,CS AFRICA,2018,,,,,,,,,,,,,,,,,,,,31297155.0,79450688259.3664,2538.59139143371
ALB,Albania,MENA,2018,,,,,,,,,,,,,,,,,,,,2866376.0,15379508329.7568,5365.48880180298
ARG,Argentina,LAC,2018,,,,,,,,,,,,,,,,,,,,44654882.0,524819892360.176,11752.7998922979
ARM,Armenia,MENA,2018,,,,,,,,,,,,,,,,,,,,2969000.0,12457940694.7395,4196.00562301769
ASM,American Samoa,LAC,2018,,,,,,,,,,,,,,,,,,,,50908.0,639000000.0,12552.0546868861
AZE,Azerbaijan,MENA,2018,,,,,,,,,,,,,,,,,,,,9939771.0,47112470051.7701,4739.7943123408
BDI,Burundi,EAST AFRICA,2018,Whole country,10950595.0,0.98,1721763.0,0.1572300865843363,merged with Phase 2 ,,9228832.0,0.8427699134156638,,,,,,,Y,Economic shocks,,,11859446.0,2667182199.51333,224.89939239264
BEN,Benin,WEST AFRICA,2018,,,,,,,,,,,,,,,,,,,,12383347.0,14262408089.9261,1151.7409703472
BFA,Burkina Faso,WEST AFRICA,2018,Whole country,20139442.0,0.97,954315.0,0.04738537443093011,16513260,0.8199462527313319,2671867.0,0.132668372837738,864177.0,0.04290967942408732,90138.0,0.004475695006842791,0.0,0.0,N,Weather extremes,,,20438288.0,15890066221.2882,777.465618514048
BGD,Bangladesh,ASIA,2018,Whole country,1454986.0,,1266000.0,0.8701114649900411,merged with Phase 2 ,,188986.0,0.12988853500995887,,,,,,,Y,Conflict/insecurity,,,163523103.0,321362752441.78,1965.24372731467
BGR,Bulgaria,MENA,2018,,,,,,,,,,,,,,,,,,,,6710798.0,66251582035.9412,9872.38507789106
BIH,Bosnia and Herzegovina,MENA,2018,,,,,,,,,,,,,,,,,,,,3387000.0,20484053868.9246,6047.84584261133
BLR,Belarus,MENA,2018,,,,,,,,,,,,,,,,,,,,9438785.0,60031026576.26,6360.037502312
BLZ,Belize,LAC,2018,,,,,,,,,,,,,,,,,,,,380226.0,2293250000.0,6031.28139580144
BOL,Bolivia,LAC,2018,,,,,,,,,,,,,,,,,,,,11508368.0,40287647930.5355,3500.72642189887
BRA,Brazil,LAC,2018,,,,,,,,,,,,,,,,,,,,206107261.0,1916933898010.99,9300.66164923219
BTN,Bhutan,ASIA,2018,,,,,,,,,,,,,,,,,,,,759759.0,2583335721.85904,3400.20417245342
BWA,Botswana,CS AFRICA,2018,,,,,,,,,,,,,,,,,,,,2299141.0,17031943186.1353,7407.95940141786
CAF,Central African Republic,CS AFRICA,2018,Whole country,4442612.0,0.9483607381508061,1898963.0,0.42744290971167415,702450,0.15811644140879286,1841199.0,0.414440648879533,1351826.0,0.3042863072444769,547137.0,0.12315660246719723,0.0,0.0,Y,Conflict/insecurity,,,4878657.0,2220979146.11241,455.243962859534
CHN,China,ASIA,2018,,,,,,,,,,,,,,,,,,,,1402760000.0,14147765772963.8,10085.6638148819
CIV,Côte d'Ivoire,WEST AFRICA,2018,Whole country,19752781.0,0.8,44201.0,0.0022377102241957726,16720262,0.8464763518615429,2988318.0,0.1512859379142613,44201.0,0.0022377102241957726,0.0,0.0,0.0,0.0,N,Weather extremes,,,27464173.0,58522477786.6889,2130.86619381144
CMR,Cameroon,WEST AFRICA,2018,Whole country,15823858.431098051,0.64,495050.2000000001,0.0312850498603486,12459690.10217747,0.7873989871958723,2869118.128920581,0.18131596294377914,495050.2000000001,0.0312850498603486,0.0,0.0,0.0,0.0,Y,Conflict/insecurity,,,24806383.0,39955552189.795,1610.69641591017
COD,Democratic Republic of the Congo,CS AFRICA,2018,Whole country,56220906.0,0.661963169560923,13141056.0,0.2337396697235722,15756643,0.2795750747951305,27361886.0,0.4866852554812973,9767461.0,0.17373361076749635,3373595.0,0.06000605895607588,0.0,0.0,Y,Conflict/insecurity,,,90047644.0,47568210009.8172,528.256019777898
COG,Congo,CS AFRICA,2018,Whole country,,,,,,,,,,,,,,,,,,,5483118.0,14773900288.5135,2694.43413191427
COG,Congo - refugees,CS AFRICA,2018,Whole country,,,,,,,,,,,,,,,,,,,5483118.0,14773900288.5135,2694.43413191427
COL,Colombia,LAC,2018,,,,,,,,,,,,,,,,,,,,49024465.0,334198218098.276,6816.96818309544
COL,Colombia - migrants,LAC,2018,Migrants,1114266.0,1.0,300000.0,0.2692355326286542,514266,0.4615289347426916,300000.0,0.2692355326286542,,,,,,,,Economic shocks,,,49024465.0,334198218098.276,6816.96818309544
